year,genre,name,num
2007,M,LUIS DAVID,7
2006,M,LUIS DAVID,7
2005,M,LUIS DAVID,11
2004,M,LUIS DAVID,10
2003,M,LUIS DAVID,11
2002,M,LUIS DAVID,8
2001,M,LUIS DAVID,5
2000,M,LUIS DAVID,3
2022,M,LUIS GABRIEL,3
2021,M,LUIS GABRIEL,2
2020,M,LUIS GABRIEL,1
2019,M,LUIS GABRIEL,3
2018,M,LUIS GABRIEL,3
2017,M,LUIS GABRIEL,1
2016,M,LUIS GABRIEL,0
2015,M,LUIS GABRIEL,1
2014,M,LUIS GABRIEL,4
2013,M,LUIS GABRIEL,2
2012,M,LUIS GABRIEL,4
2011,M,LUIS GABRIEL,4
2010,M,LUIS GABRIEL,2
2009,M,LUIS GABRIEL,7
2008,M,LUIS GABRIEL,4
2007,M,LUIS GABRIEL,5
2006,M,LUIS GABRIEL,1
2005,M,LUIS GABRIEL,6
2004,M,LUIS GABRIEL,1
2003,M,LUIS GABRIEL,3
2002,M,LUIS GABRIEL,3
2001,M,LUIS GABRIEL,0
2000,M,LUIS GABRIEL,1
2022,M,LUIS MATEO,3
2021,M,LUIS MATEO,2
2020,M,LUIS MATEO,2
2019,M,LUIS MATEO,2
2018,M,LUIS MATEO,5
2017,M,LUIS MATEO,2
2016,M,LUIS MATEO,3
2015,M,LUIS MATEO,0
2014,M,LUIS MATEO,1
2013,M,LUIS MATEO,0
2012,M,LUIS MATEO,2
2011,M,LUIS MATEO,1
2010,M,LUIS MATEO,0
2009,M,LUIS MATEO,0
2008,M,LUIS MATEO,1
2007,M,LUIS MATEO,1
2006,M,LUIS MATEO,0
2005,M,LUIS MATEO,0
2004,M,LUIS MATEO,0
2003,M,LUIS MATEO,0
2002,M,LUIS MATEO,3
2001,M,LUIS MATEO,0
2000,M,LUIS MATEO,0
2022,M,LUIS MIGUEL,10
2021,M,LUIS MIGUEL,8
2020,M,LUIS MIGUEL,2
2019,M,LUIS MIGUEL,7
2018,M,LUIS MIGUEL,8
2017,M,LUIS MIGUEL,7
2016,M,LUIS MIGUEL,8
2015,M,LUIS MIGUEL,12
2014,M,LUIS MIGUEL,9
2013,M,LUIS MIGUEL,16
2012,M,LUIS MIGUEL,11
2011,M,LUIS MIGUEL,23
2010,M,LUIS MIGUEL,21
2009,M,LUIS MIGUEL,31
2008,M,LUIS MIGUEL,21
2007,M,LUIS MIGUEL,32
2006,M,LUIS MIGUEL,27
2005,M,LUIS MIGUEL,27
2004,M,LUIS MIGUEL,31
2003,M,LUIS MIGUEL,29
2002,M,LUIS MIGUEL,47
2001,M,LUIS MIGUEL,56
2000,M,LUIS MIGUEL,56
2022,M,LUKA,47
2021,M,LUKA,33
2020,M,LUKA,37
2019,M,LUKA,49
2018,M,LUKA,42
2017,M,LUKA,18
2016,M,LUKA,38
2015,M,LUKA,8
2014,M,LUKA,11
2013,M,LUKA,8
2012,M,LUKA,8
2011,M,LUKA,6
2010,M,LUKA,0
2009,M,LUKA,1
2008,M,LUKA,5
2007,M,LUKA,3
2006,M,LUKA,1
2005,M,LUKA,2
2004,M,LUKA,3
2003,M,LUKA,2
2002,M,LUKA,1
2001,M,LUKA,1
2000,M,LUKA,0
2022,M,LUKE,4
2021,M,LUKE,1
2020,M,LUKE,4
2019,M,LUKE,5
2018,M,LUKE,1
2017,M,LUKE,2
2016,M,LUKE,0
2015,M,LUKE,3
2014,M,LUKE,0
2013,M,LUKE,2
2012,M,LUKE,1
2011,M,LUKE,0
2010,M,LUKE,0
2009,M,LUKE,0
2008,M,LUKE,0
2007,M,LUKE,2
2006,M,LUKE,0
2005,M,LUKE,0
2004,M,LUKE,2
2003,M,LUKE,0
2002,M,LUKE,0
2001,M,LUKE,2
2000,M,LUKE,0
2022,M,LYON,3
2021,M,LYON,0
2020,M,LYON,0
2019,M,LYON,0
2018,M,LYON,0
2017,M,LYON,0
2016,M,LYON,0
2015,M,LYON,1
2014,M,LYON,0
2013,M,LYON,0
2012,M,LYON,0
2011,M,LYON,0
2010,M,LYON,0
2009,M,LYON,0
2008,M,LYON,0
2007,M,LYON,0
2006,M,LYON,0
2005,M,LYON,0
2004,M,LYON,0
2003,M,LYON,0
2002,M,LYON,0
2001,M,LYON,0
2000,M,LYON,0
2022,M,MAEL,6
2021,M,MAEL,20
2020,M,MAEL,13
2019,M,MAEL,16
2018,M,MAEL,16
2017,M,MAEL,28
2016,M,MAEL,11
2015,M,MAEL,5
2014,M,MAEL,1
2013,M,MAEL,2
2012,M,MAEL,4
2011,M,MAEL,1
2010,M,MAEL,6
2009,M,MAEL,1
2008,M,MAEL,4
2007,M,MAEL,1
2006,M,MAEL,2
2005,M,MAEL,4
2004,M,MAEL,1
2003,M,MAEL,0
2002,M,MAEL,0
2001,M,MAEL,0
2000,M,MAEL,0
2022,M,MAGNUS,3
2021,M,MAGNUS,0
2020,M,MAGNUS,0
2019,M,MAGNUS,0
2018,M,MAGNUS,0
2017,M,MAGNUS,0
2016,M,MAGNUS,1
2015,M,MAGNUS,0
2014,M,MAGNUS,1
2013,M,MAGNUS,1
2012,M,MAGNUS,1
2011,M,MAGNUS,0
2010,M,MAGNUS,0
2009,M,MAGNUS,0
2008,M,MAGNUS,0
2007,M,MAGNUS,0
2006,M,MAGNUS,0
2005,M,MAGNUS,0
2004,M,MAGNUS,0
2003,M,MAGNUS,0
2002,M,MAGNUS,0
2001,M,MAGNUS,0
2000,M,MAGNUS,0
2022,M,MAHER,10
2021,M,MAHER,6
2020,M,MAHER,8
2019,M,MAHER,10
2018,M,MAHER,11
2017,M,MAHER,8
2016,M,MAHER,9
2015,M,MAHER,8
2014,M,MAHER,8
2013,M,MAHER,2
2012,M,MAHER,2
2011,M,MAHER,1
2010,M,MAHER,1
2009,M,MAHER,1
2008,M,MAHER,1
2007,M,MAHER,0
2006,M,MAHER,0
2005,M,MAHER,0
2004,M,MAHER,0
2003,M,MAHER,1
2002,M,MAHER,0
2001,M,MAHER,0
2000,M,MAHER,0
2022,M,MANASES,3
2021,M,MANASES,3
2020,M,MANASES,3
2019,M,MANASES,7
2018,M,MANASES,2
2017,M,MANASES,6
2016,M,MANASES,4
2015,M,MANASES,2
2014,M,MANASES,3
2013,M,MANASES,2
2012,M,MANASES,1
2011,M,MANASES,1
2010,M,MANASES,1
2009,M,MANASES,0
2008,M,MANASES,0
2007,M,MANASES,0
2006,M,MANASES,0
2005,M,MANASES,0
2004,M,MANASES,0
2003,M,MANASES,0
2002,M,MANASES,0
2001,M,MANASES,0
2000,M,MANASES,1
2022,M,MANUEL,270
2021,M,MANUEL,284
2020,M,MANUEL,304
2019,M,MANUEL,297
2018,M,MANUEL,280
2017,M,MANUEL,280
2016,M,MANUEL,298
2015,M,MANUEL,256
2014,M,MANUEL,269
2013,M,MANUEL,247
2012,M,MANUEL,236
2011,M,MANUEL,291
2010,M,MANUEL,281
2009,M,MANUEL,321
2008,M,MANUEL,320
2007,M,MANUEL,276
2006,M,MANUEL,295
2005,M,MANUEL,295
2004,M,MANUEL,311
2003,M,MANUEL,300
2002,M,MANUEL,299
2001,M,MANUEL,255
2000,M,MANUEL,287
2022,M,MANUEL ALEJANDRO,5
2021,M,MANUEL ALEJANDRO,2
2020,M,MANUEL ALEJANDRO,2
2019,M,MANUEL ALEJANDRO,1
2018,M,MANUEL ALEJANDRO,2
2017,M,MANUEL ALEJANDRO,4
2016,M,MANUEL ALEJANDRO,0
2015,M,MANUEL ALEJANDRO,1
2014,M,MANUEL ALEJANDRO,3
2013,M,MANUEL ALEJANDRO,7
2012,M,MANUEL ALEJANDRO,5
2011,M,MANUEL ALEJANDRO,4
2010,M,MANUEL ALEJANDRO,6
2009,M,MANUEL ALEJANDRO,2
2008,M,MANUEL ALEJANDRO,3
2007,M,MANUEL ALEJANDRO,6
2006,M,MANUEL ALEJANDRO,3
2005,M,MANUEL ALEJANDRO,4
2004,M,MANUEL ALEJANDRO,2
2003,M,MANUEL ALEJANDRO,8
2002,M,MANUEL ALEJANDRO,3
2001,M,MANUEL ALEJANDRO,11
2000,M,MANUEL ALEJANDRO,4
2022,M,MANUEL JESUS,5
2021,M,MANUEL JESUS,1
2020,M,MANUEL JESUS,2
2019,M,MANUEL JESUS,0
2018,M,MANUEL JESUS,0
2017,M,MANUEL JESUS,3
2016,M,MANUEL JESUS,2
2015,M,MANUEL JESUS,0
2014,M,MANUEL JESUS,1
2013,M,MANUEL JESUS,0
2012,M,MANUEL JESUS,0
2011,M,MANUEL JESUS,1
2010,M,MANUEL JESUS,2
2009,M,MANUEL JESUS,1
2008,M,MANUEL JESUS,1
2007,M,MANUEL JESUS,1
2006,M,MANUEL JESUS,0
2005,M,MANUEL JESUS,3
2004,M,MANUEL JESUS,0
2003,M,MANUEL JESUS,5
2002,M,MANUEL JESUS,2
2001,M,MANUEL JESUS,3
2000,M,MANUEL JESUS,2
2022,M,MARC,57
2021,M,MARC,52
2020,M,MARC,30
2019,M,MARC,51
2018,M,MARC,29
2017,M,MARC,47
2016,M,MARC,42
2015,M,MARC,52
2014,M,MARC,35
2013,M,MARC,26
2012,M,MARC,37
2011,M,MARC,37
2010,M,MARC,27
2009,M,MARC,25
2008,M,MARC,13
2007,M,MARC,15
2006,M,MARC,14
2005,M,MARC,14
2004,M,MARC,14
2003,M,MARC,10
2002,M,MARC,5
2001,M,MARC,5
2000,M,MARC,8
2022,M,MARCEL,6
2021,M,MARCEL,2
2020,M,MARCEL,3
2019,M,MARCEL,0
2018,M,MARCEL,2
2017,M,MARCEL,3
2016,M,MARCEL,5
2015,M,MARCEL,1
2014,M,MARCEL,5
2013,M,MARCEL,1
2012,M,MARCEL,2
2011,M,MARCEL,2
2010,M,MARCEL,1
2009,M,MARCEL,1
2008,M,MARCEL,4
2007,M,MARCEL,0
2006,M,MARCEL,1
2005,M,MARCEL,0
2004,M,MARCEL,0
2003,M,MARCEL,0
2002,M,MARCEL,0
2001,M,MARCEL,0
2000,M,MARCEL,0
2022,M,MARCELO,9
2021,M,MARCELO,7
2020,M,MARCELO,12
2019,M,MARCELO,14
2018,M,MARCELO,18
2017,M,MARCELO,9
2016,M,MARCELO,12
2015,M,MARCELO,9
2014,M,MARCELO,15
2013,M,MARCELO,6
2012,M,MARCELO,12
2011,M,MARCELO,11
2010,M,MARCELO,9
2009,M,MARCELO,9
2008,M,MARCELO,8
2007,M,MARCELO,3
2006,M,MARCELO,6
2005,M,MARCELO,4
2004,M,MARCELO,7
2003,M,MARCELO,8
2002,M,MARCELO,7
2001,M,MARCELO,6
2000,M,MARCELO,5
2022,M,MARCO,232
2021,M,MARCO,241
2020,M,MARCO,240
2019,M,MARCO,268
2018,M,MARCO,328
2017,M,MARCO,315
2016,M,MARCO,230
2015,M,MARCO,193
2014,M,MARCO,199
2013,M,MARCO,208
2012,M,MARCO,188
2011,M,MARCO,190
2010,M,MARCO,172
2009,M,MARCO,175
2008,M,MARCO,193
2007,M,MARCO,155
2006,M,MARCO,154
2005,M,MARCO,132
2004,M,MARCO,166
2003,M,MARCO,115
2002,M,MARCO,106
2001,M,MARCO,65
2000,M,MARCO,47
2022,M,MARCO ANTONIO,4
2021,M,MARCO ANTONIO,5
2020,M,MARCO ANTONIO,6
2019,M,MARCO ANTONIO,5
2018,M,MARCO ANTONIO,2
2017,M,MARCO ANTONIO,3
2016,M,MARCO ANTONIO,8
2015,M,MARCO ANTONIO,5
2014,M,MARCO ANTONIO,11
2013,M,MARCO ANTONIO,6
2012,M,MARCO ANTONIO,6
2011,M,MARCO ANTONIO,3
2010,M,MARCO ANTONIO,10
2009,M,MARCO ANTONIO,9
2008,M,MARCO ANTONIO,13
2007,M,MARCO ANTONIO,16
2006,M,MARCO ANTONIO,22
2005,M,MARCO ANTONIO,16
2004,M,MARCO ANTONIO,17
2003,M,MARCO ANTONIO,12
2002,M,MARCO ANTONIO,14
2001,M,MARCO ANTONIO,16
2000,M,MARCO ANTONIO,11
2022,M,MARCOS,315
2021,M,MARCOS,342
2020,M,MARCOS,313
2019,M,MARCOS,382
2018,M,MARCOS,470
2017,M,MARCOS,451
2016,M,MARCOS,571
2015,M,MARCOS,566
2014,M,MARCOS,583
2013,M,MARCOS,588
2012,M,MARCOS,668
2011,M,MARCOS,763
2010,M,MARCOS,806
2009,M,MARCOS,822
2008,M,MARCOS,822
2007,M,MARCOS,880
2006,M,MARCOS,911
2005,M,MARCOS,882
2004,M,MARCOS,900
2003,M,MARCOS,585
2002,M,MARCOS,420
2001,M,MARCOS,397
2000,M,MARCOS,323
2022,M,MARCUS,4
2021,M,MARCUS,3
2020,M,MARCUS,2
2019,M,MARCUS,5
2018,M,MARCUS,1
2017,M,MARCUS,3
2016,M,MARCUS,2
2015,M,MARCUS,2
2014,M,MARCUS,1
2013,M,MARCUS,1
2012,M,MARCUS,3
2011,M,MARCUS,1
2010,M,MARCUS,0
2009,M,MARCUS,0
2008,M,MARCUS,1
2007,M,MARCUS,1
2006,M,MARCUS,1
2005,M,MARCUS,1
2004,M,MARCUS,1
2003,M,MARCUS,1
2002,M,MARCUS,0
2001,M,MARCUS,3
2000,M,MARCUS,0
2022,M,MAREK,3
2021,M,MAREK,0
2020,M,MAREK,0
2019,M,MAREK,0
2018,M,MAREK,0
2017,M,MAREK,0
2016,M,MAREK,1
2015,M,MAREK,0
2014,M,MAREK,0
2013,M,MAREK,1
2012,M,MAREK,0
2011,M,MAREK,3
2010,M,MAREK,2
2009,M,MAREK,2
2008,M,MAREK,2
2007,M,MAREK,1
2006,M,MAREK,0
2005,M,MAREK,1
2004,M,MAREK,0
2003,M,MAREK,2
2002,M,MAREK,0
2001,M,MAREK,0
2000,M,MAREK,0
2022,M,MARIANO,3
2021,M,MARIANO,2
2020,M,MARIANO,2
2019,M,MARIANO,0
2018,M,MARIANO,3
2017,M,MARIANO,5
2016,M,MARIANO,3
2015,M,MARIANO,6
2014,M,MARIANO,6
2013,M,MARIANO,8
2012,M,MARIANO,10
2011,M,MARIANO,5
2010,M,MARIANO,8
2009,M,MARIANO,10
2008,M,MARIANO,10
2007,M,MARIANO,6
2006,M,MARIANO,5
2005,M,MARIANO,5
2004,M,MARIANO,11
2003,M,MARIANO,6
2002,M,MARIANO,9
2001,M,MARIANO,10
2000,M,MARIANO,18
2022,M,MARINO,3
2021,M,MARINO,1
2020,M,MARINO,4
2019,M,MARINO,1
2018,M,MARINO,2
2017,M,MARINO,0
2016,M,MARINO,0
2015,M,MARINO,0
2014,M,MARINO,1
2013,M,MARINO,2
2012,M,MARINO,0
2011,M,MARINO,2
2010,M,MARINO,0
2009,M,MARINO,2
2008,M,MARINO,2
2007,M,MARINO,2
2006,M,MARINO,1
2005,M,MARINO,3
2004,M,MARINO,1
2003,M,MARINO,2
2002,M,MARINO,1
2001,M,MARINO,5
2000,M,MARINO,2
2022,M,MARIO,218
2021,M,MARIO,244
2020,M,MARIO,305
2019,M,MARIO,326
2018,M,MARIO,354
2017,M,MARIO,428
2016,M,MARIO,488
2015,M,MARIO,496
2014,M,MARIO,534
2013,M,MARIO,514
2012,M,MARIO,571
2011,M,MARIO,573
2010,M,MARIO,538
2009,M,MARIO,541
2008,M,MARIO,555
2007,M,MARIO,534
2006,M,MARIO,580
2005,M,MARIO,530
2004,M,MARIO,599
2003,M,MARIO,701
2002,M,MARIO,624
2001,M,MARIO,530
2000,M,MARIO,365
2022,M,MARK,19
2021,M,MARK,14
2020,M,MARK,13
2019,M,MARK,17
2018,M,MARK,21
2017,M,MARK,15
2016,M,MARK,13
2015,M,MARK,15
2014,M,MARK,19
2013,M,MARK,9
2012,M,MARK,10
2011,M,MARK,11
2010,M,MARK,5
2009,M,MARK,2
2008,M,MARK,7
2007,M,MARK,8
2006,M,MARK,3
2005,M,MARK,6
2004,M,MARK,5
2003,M,MARK,2
2002,M,MARK,1
2001,M,MARK,5
2000,M,MARK,4
2022,M,MARKEL,4
2021,M,MARKEL,8
2020,M,MARKEL,10
2019,M,MARKEL,13
2018,M,MARKEL,6
2017,M,MARKEL,16
2016,M,MARKEL,13
2015,M,MARKEL,9
2014,M,MARKEL,7
2013,M,MARKEL,9
2012,M,MARKEL,8
2011,M,MARKEL,6
2010,M,MARKEL,6
2009,M,MARKEL,5
2008,M,MARKEL,3
2007,M,MARKEL,3
2006,M,MARKEL,2
2005,M,MARKEL,0
2004,M,MARKEL,1
2003,M,MARKEL,6
2002,M,MARKEL,1
2001,M,MARKEL,1
2000,M,MARKEL,1
2022,M,MARKO,4
2021,M,MARKO,0
2020,M,MARKO,2
2019,M,MARKO,0
2018,M,MARKO,4
2017,M,MARKO,4
2016,M,MARKO,3
2015,M,MARKO,2
2014,M,MARKO,2
2013,M,MARKO,4
2012,M,MARKO,3
2011,M,MARKO,1
2010,M,MARKO,4
2009,M,MARKO,3
2008,M,MARKO,5
2007,M,MARKO,5
2006,M,MARKO,5
2005,M,MARKO,0
2004,M,MARKO,4
2003,M,MARKO,3
2002,M,MARKO,0
2001,M,MARKO,0
2000,M,MARKO,1
2022,M,MARTIN,527
2021,M,MARTIN,556
2020,M,MARTIN,507
2019,M,MARTIN,533
2018,M,MARTIN,559
2017,M,MARTIN,616
2016,M,MARTIN,641
2015,M,MARTIN,615
2014,M,MARTIN,456
2013,M,MARTIN,334
2012,M,MARTIN,314
2011,M,MARTIN,282
2010,M,MARTIN,240
2009,M,MARTIN,232
2008,M,MARTIN,164
2007,M,MARTIN,143
2006,M,MARTIN,124
2005,M,MARTIN,106
2004,M,MARTIN,88
2003,M,MARTIN,94
2002,M,MARTIN,78
2001,M,MARTIN,43
2000,M,MARTIN,70
2022,M,MARTIÑO,3
2021,M,MARTIÑO,1
2020,M,MARTIÑO,0
2019,M,MARTIÑO,0
2018,M,MARTIÑO,0
2017,M,MARTIÑO,1
2016,M,MARTIÑO,1
2015,M,MARTIÑO,0
2014,M,MARTIÑO,0
2013,M,MARTIÑO,0
2012,M,MARTIÑO,0
2011,M,MARTIÑO,0
2010,M,MARTIÑO,0
2009,M,MARTIÑO,0
2008,M,MARTIÑO,0
2007,M,MARTIÑO,0
2006,M,MARTIÑO,0
2005,M,MARTIÑO,0
2004,M,MARTIÑO,0
2003,M,MARTIÑO,0
2002,M,MARTIÑO,0
2001,M,MARTIÑO,0
2000,M,MARTIÑO,0
2022,M,MASSIMO,10
2021,M,MASSIMO,10
2020,M,MASSIMO,5
2019,M,MASSIMO,1
2018,M,MASSIMO,3
2017,M,MASSIMO,2
2016,M,MASSIMO,2
2015,M,MASSIMO,1
2014,M,MASSIMO,1
2013,M,MASSIMO,1
2012,M,MASSIMO,1
2011,M,MASSIMO,3
2010,M,MASSIMO,4
2009,M,MASSIMO,3
2008,M,MASSIMO,6
2007,M,MASSIMO,1
2006,M,MASSIMO,1
2005,M,MASSIMO,2
2004,M,MASSIMO,0
2003,M,MASSIMO,0
2002,M,MASSIMO,0
2001,M,MASSIMO,0
2000,M,MASSIMO,0
2022,M,MATEO,635
2021,M,MATEO,623
2020,M,MATEO,685
2019,M,MATEO,660
2018,M,MATEO,717
2017,M,MATEO,696
2016,M,MATEO,665
2015,M,MATEO,512
2014,M,MATEO,516
2013,M,MATEO,373
2012,M,MATEO,408
2011,M,MATEO,364
2010,M,MATEO,335
2009,M,MATEO,291
2008,M,MATEO,211
2007,M,MATEO,212
2006,M,MATEO,164
2005,M,MATEO,138
2004,M,MATEO,92
2003,M,MATEO,98
2002,M,MATEO,65
2001,M,MATEO,56
2000,M,MATEO,33
2022,M,MATEO ALEJANDRO,3
2021,M,MATEO ALEJANDRO,4
2020,M,MATEO ALEJANDRO,2
2019,M,MATEO ALEJANDRO,1
2018,M,MATEO ALEJANDRO,5
2017,M,MATEO ALEJANDRO,3
2016,M,MATEO ALEJANDRO,3
2015,M,MATEO ALEJANDRO,2
2014,M,MATEO ALEJANDRO,1
2013,M,MATEO ALEJANDRO,1
2012,M,MATEO ALEJANDRO,0
2011,M,MATEO ALEJANDRO,6
2010,M,MATEO ALEJANDRO,2
2009,M,MATEO ALEJANDRO,3
2008,M,MATEO ALEJANDRO,1
2007,M,MATEO ALEJANDRO,0
2006,M,MATEO ALEJANDRO,1
2005,M,MATEO ALEJANDRO,0
2004,M,MATEO ALEJANDRO,1
2003,M,MATEO ALEJANDRO,1
2002,M,MATEO ALEJANDRO,0
2001,M,MATEO ALEJANDRO,1
2000,M,MATEO ALEJANDRO,0
2022,M,MATEO ALEXANDER,4
2021,M,MATEO ALEXANDER,3
2020,M,MATEO ALEXANDER,2
2019,M,MATEO ALEXANDER,6
2018,M,MATEO ALEXANDER,2
2017,M,MATEO ALEXANDER,1
2016,M,MATEO ALEXANDER,0
2015,M,MATEO ALEXANDER,1
2014,M,MATEO ALEXANDER,1
2013,M,MATEO ALEXANDER,1
2012,M,MATEO ALEXANDER,0
2011,M,MATEO ALEXANDER,1
2010,M,MATEO ALEXANDER,2
2009,M,MATEO ALEXANDER,4
2008,M,MATEO ALEXANDER,0
2007,M,MATEO ALEXANDER,1
2006,M,MATEO ALEXANDER,0
2005,M,MATEO ALEXANDER,0
2004,M,MATEO ALEXANDER,0
2003,M,MATEO ALEXANDER,0
2002,M,MATEO ALEXANDER,0
2001,M,MATEO ALEXANDER,0
2000,M,MATEO ALEXANDER,0
2022,M,MATEO DANIEL,3
2021,M,MATEO DANIEL,6
2020,M,MATEO DANIEL,2
2019,M,MATEO DANIEL,3
2018,M,MATEO DANIEL,1
2017,M,MATEO DANIEL,3
2016,M,MATEO DANIEL,1
2015,M,MATEO DANIEL,1
2014,M,MATEO DANIEL,1
2013,M,MATEO DANIEL,1
2012,M,MATEO DANIEL,0
2011,M,MATEO DANIEL,1
2010,M,MATEO DANIEL,1
2009,M,MATEO DANIEL,1
2008,M,MATEO DANIEL,1
2007,M,MATEO DANIEL,0
2006,M,MATEO DANIEL,0
2005,M,MATEO DANIEL,0
2004,M,MATEO DANIEL,0
2003,M,MATEO DANIEL,0
2002,M,MATEO DANIEL,0
2001,M,MATEO DANIEL,1
2000,M,MATEO DANIEL,0
2022,M,MATEO JOSE,3
2021,M,MATEO JOSE,5
2020,M,MATEO JOSE,4
2019,M,MATEO JOSE,2
2018,M,MATEO JOSE,0
2017,M,MATEO JOSE,3
2016,M,MATEO JOSE,3
2015,M,MATEO JOSE,1
2014,M,MATEO JOSE,1
2013,M,MATEO JOSE,2
2012,M,MATEO JOSE,1
2011,M,MATEO JOSE,1
2010,M,MATEO JOSE,1
2009,M,MATEO JOSE,0
2008,M,MATEO JOSE,1
2007,M,MATEO JOSE,1
2006,M,MATEO JOSE,1
2005,M,MATEO JOSE,1
2004,M,MATEO JOSE,0
2003,M,MATEO JOSE,0
2002,M,MATEO JOSE,0
2001,M,MATEO JOSE,1
2000,M,MATEO JOSE,0
2022,M,MATEO NICOLAS,3
2021,M,MATEO NICOLAS,5
2020,M,MATEO NICOLAS,5
2019,M,MATEO NICOLAS,5
2018,M,MATEO NICOLAS,6
2017,M,MATEO NICOLAS,3
2016,M,MATEO NICOLAS,2
2015,M,MATEO NICOLAS,3
2014,M,MATEO NICOLAS,2
2013,M,MATEO NICOLAS,2
2012,M,MATEO NICOLAS,1
2011,M,MATEO NICOLAS,0
2010,M,MATEO NICOLAS,2
2009,M,MATEO NICOLAS,1
2008,M,MATEO NICOLAS,2
2007,M,MATEO NICOLAS,2
2006,M,MATEO NICOLAS,0
2005,M,MATEO NICOLAS,1
2004,M,MATEO NICOLAS,2
2003,M,MATEO NICOLAS,0
2002,M,MATEO NICOLAS,2
2001,M,MATEO NICOLAS,0
2000,M,MATEO NICOLAS,0
2022,M,MATHEO,7
2021,M,MATHEO,4
2020,M,MATHEO,5
2019,M,MATHEO,8
2018,M,MATHEO,4
2017,M,MATHEO,0
2016,M,MATHEO,4
2015,M,MATHEO,2
2014,M,MATHEO,1
2013,M,MATHEO,0
2012,M,MATHEO,4
2011,M,MATHEO,0
2010,M,MATHEO,1
2009,M,MATHEO,2
2008,M,MATHEO,1
2007,M,MATHEO,0
2006,M,MATHEO,0
2005,M,MATHEO,0
2004,M,MATHEO,0
2003,M,MATHEO,1
2002,M,MATHEO,0
2001,M,MATHEO,1
2000,M,MATHEO,0
2022,M,MATHEUS,3
2021,M,MATHEUS,0
2020,M,MATHEUS,2
2019,M,MATHEUS,1
2018,M,MATHEUS,1
2017,M,MATHEUS,0
2016,M,MATHEUS,3
2015,M,MATHEUS,0
2014,M,MATHEUS,2
2013,M,MATHEUS,0
2012,M,MATHEUS,2
2011,M,MATHEUS,0
2010,M,MATHEUS,1
2009,M,MATHEUS,2
2008,M,MATHEUS,4
2007,M,MATHEUS,4
2006,M,MATHEUS,1
2005,M,MATHEUS,1
2004,M,MATHEUS,1
2003,M,MATHEUS,0
2002,M,MATHEUS,0
2001,M,MATHEUS,1
2000,M,MATHEUS,0
2022,M,MATHIAS,6
2021,M,MATHIAS,18
2020,M,MATHIAS,19
2019,M,MATHIAS,15
2018,M,MATHIAS,23
2017,M,MATHIAS,17
2016,M,MATHIAS,18
2015,M,MATHIAS,11
2014,M,MATHIAS,6
2013,M,MATHIAS,7
2012,M,MATHIAS,7
2011,M,MATHIAS,5
2010,M,MATHIAS,5
2009,M,MATHIAS,3
2008,M,MATHIAS,3
2007,M,MATHIAS,3
2006,M,MATHIAS,1
2005,M,MATHIAS,1
2004,M,MATHIAS,0
2003,M,MATHIAS,3
2002,M,MATHIAS,0
2001,M,MATHIAS,1
2000,M,MATHIAS,0
2022,M,MATIAS,105
2021,M,MATIAS,90
2020,M,MATIAS,96
2019,M,MATIAS,88
2018,M,MATIAS,93
2017,M,MATIAS,90
2016,M,MATIAS,68
2015,M,MATIAS,54
2014,M,MATIAS,61
2013,M,MATIAS,56
2012,M,MATIAS,55
2011,M,MATIAS,67
2010,M,MATIAS,70
2009,M,MATIAS,40
2008,M,MATIAS,30
2007,M,MATIAS,43
2006,M,MATIAS,30
2005,M,MATIAS,25
2004,M,MATIAS,22
2003,M,MATIAS,16
2002,M,MATIAS,13
2001,M,MATIAS,5
2000,M,MATIAS,6
2022,M,MATIAS ANDREI,3
2021,M,MATIAS ANDREI,2
2020,M,MATIAS ANDREI,0
2019,M,MATIAS ANDREI,0
2018,M,MATIAS ANDREI,0
2017,M,MATIAS ANDREI,0
2016,M,MATIAS ANDREI,0
2015,M,MATIAS ANDREI,1
2014,M,MATIAS ANDREI,1
2013,M,MATIAS ANDREI,0
2012,M,MATIAS ANDREI,0
2011,M,MATIAS ANDREI,0
2010,M,MATIAS ANDREI,1
2009,M,MATIAS ANDREI,0
2008,M,MATIAS ANDREI,0
2007,M,MATIAS ANDREI,0
2006,M,MATIAS ANDREI,0
2005,M,MATIAS ANDREI,0
2004,M,MATIAS ANDREI,0
2003,M,MATIAS ANDREI,0
2002,M,MATIAS ANDREI,0
2001,M,MATIAS ANDREI,0
2000,M,MATIAS ANDREI,0
2022,M,MATIAS NICOLAS,4
2021,M,MATIAS NICOLAS,0
2020,M,MATIAS NICOLAS,2
2019,M,MATIAS NICOLAS,2
2018,M,MATIAS NICOLAS,2
2017,M,MATIAS NICOLAS,0
2016,M,MATIAS NICOLAS,2
2015,M,MATIAS NICOLAS,1
2014,M,MATIAS NICOLAS,0
2013,M,MATIAS NICOLAS,0
2012,M,MATIAS NICOLAS,0
2011,M,MATIAS NICOLAS,0
2010,M,MATIAS NICOLAS,2
2009,M,MATIAS NICOLAS,1
2008,M,MATIAS NICOLAS,1
2007,M,MATIAS NICOLAS,0
2006,M,MATIAS NICOLAS,1
2005,M,MATIAS NICOLAS,0
2004,M,MATIAS NICOLAS,0
2003,M,MATIAS NICOLAS,0
2002,M,MATIAS NICOLAS,0
2001,M,MATIAS NICOLAS,0
2000,M,MATIAS NICOLAS,0
2022,M,MATTEO,29
2021,M,MATTEO,32
2020,M,MATTEO,35
